APPL_ID,ACC_DATE,Riparian,Pre1914
S015691,02/04/2002,Y,
S015752,07/15/2002,Y,
S015790,01/26/2004,Y,
S001076,01/01/1967,Y,Y
S011710,12/11/1984,Y,
S011796,12/11/1984,Y,
S011812,12/11/1984,Y,
S011845,12/11/1984,Y,
S011848,12/11/1984,Y,
S011856,12/11/1984,Y,
S013844,10/20/1992,Y,Y
S013884,01/19/1993,Y,
S001247,01/01/1967,Y,
S011951,12/11/1984,Y,
S011973,12/11/1984,Y,
S011992,12/11/1984,Y,
S012029,12/11/1984,Y,
S004941,01/01/1970,Y,
S012079,12/11/1984,Y,
S012083,12/11/1984,Y,
S012250,08/28/1985,Y,
S012252,08/28/1985,Y,
S014272,11/23/1994,Y,
S014335,03/03/1995,Y,
S004966,01/01/1970,Y,
S005030,01/01/1970,Y,
S005129,01/01/1970,Y,
S012326,01/27/1986,Y,
S014434,07/19/1995,Y,
S014456,09/02/1995,Y,
S005723,01/01/1970,Y,
S005952,01/01/1970,Y,
S012514,07/11/1985,Y,
S008733,03/26/1976,Y,
S014850,12/01/1997,Y,
S006491,01/01/1971,Y,
S006564,01/01/1971,Y,
S009023,10/19/1976,Y,
S014861,01/29/1998,Y,
S014984,07/15/1997,Y,Y
S006757,01/01/1971,Y,
S007603,01/01/1971,Y,Y
S009067,12/01/1976,Y,
S015104,01/05/2000,Y,Y
S015116,04/13/2001,Y,
S015195,11/19/1999,Y,
S008074,01/01/1973,Y,
S009450,10/21/1977,Y,
S015343,04/21/2001,Y,
S008306,01/01/1974,Y,
S009633,08/23/1978,Y,
S009671,11/30/1978,Y,Y
S012531,10/16/1985,Y,
S012668,12/27/1985,Y,
S012672,12/27/1985,Y,
S008511,04/01/1987,Y,
S008649,01/01/1975,Y,
S002205,01/01/1967,Y,
S009864,05/07/1979,Y,
S016045,08/15/2006,Y,
S017330,07/01/2010,Y,
S016854,07/07/2011,Y,Y
S016971,07/12/2011,Y,
S016271,04/21/2009,Y,Y
S016908,07/11/2011,Y,Y
S016438,06/29/2010,Y,Y
S015945,08/03/2005,Y,
S016327,03/17/2010,Y,
S021291,08/03/2012,Y,Y
S017407,04/11/2012,Y,
S017636,04/18/2012,Y,
S017638,04/18/2012,Y,
S020231,12/22/2011,Y,Y
S017454,04/13/2012,Y,
S017719,05/08/2012,Y,
S021531,08/20/2012,Y,Y
S022033,09/26/2012,Y,
S022124,10/09/2012,Y,
S022168,10/15/2012,Y,
S022170,10/16/2012,Y,Y
S020735,07/20/2012,Y,
S020832,01/26/2012,Y,
S021515,08/20/2012,Y,
S019236,01/17/2012,Y,
S017764,11/03/2011,Y,Y
S020112,02/08/2012,Y,
S020057,03/01/2012,Y,
S022461,02/06/2013,Y,
S022463,02/06/2013,Y,
S023345,10/07/2013,Y,
S020519,12/22/2011,Y,Y
S017437,04/12/2012,Y,
S020162,02/15/2012,Y,
S020225,02/24/2012,Y,
S019957,07/11/2012,Y,Y
S021123,07/20/2012,Y,
S019170,01/11/2012,Y,Y
S018540,11/04/2011,Y,Y
S018157,06/20/2012,Y,
S019536,07/03/2012,Y,
S018671,12/29/2011,Y,
S019698,01/04/2012,Y,Y
S023611,10/23/2013,Y,
S022881,08/07/2013,Y,
S022694,05/30/2013,Y,
S019359,12/01/2011,Y,Y
S018660,02/10/2012,Y,
S018862,01/10/2012,Y,
S017471,04/13/2012,Y,
S019023,12/12/2011,Y,Y
S019097,12/16/2011,Y,Y
S022014,09/25/2012,Y,
S022466,02/06/2013,Y,
S019498,12/19/2011,Y,Y
S018775,02/03/2012,Y,
S016773,04/16/2012,Y,
S021153,07/25/2012,Y,Y
S017589,09/20/2011,Y,Y
S016586,04/11/2012,Y,
S017502,04/20/2012,Y,
S022217,10/22/2012,Y,
S020745,07/23/2012,Y,
S022302,11/06/2012,Y,
S022368,11/27/2012,Y,
S021743,09/04/2012,Y,
S023394,10/09/2013,Y,
S018111,11/03/2011,Y,Y
S016546,03/28/2012,Y,
S018668,12/29/2011,Y,
S019588,12/20/2011,Y,Y
S017821,10/18/2011,Y,Y
S022861,07/29/2013,Y,
S016828,04/03/2012,Y,Y
S017426,04/11/2012,Y,
S017336,04/25/2012,Y,
S019798,04/27/2012,Y,
S023818,12/02/2013,Y,Y
S018469,12/09/2011,Y,Y
S018243,06/13/2012,Y,
S017549,08/10/2012,Y,
S018276,07/05/2012,Y,
S018232,09/26/2011,Y,Y
S018015,10/21/2011,Y,Y
S019906,07/12/2012,Y,
S020797,12/21/2011,Y,
S020933,12/21/2011,Y,
S018497,12/12/2011,Y,Y
S019041,12/14/2011,Y,Y
S018910,01/03/2012,Y,
S018920,01/03/2012,Y,
S017439,04/12/2012,Y,
S023421,10/10/2013,Y,
S017803,05/10/2012,Y,
S023077,09/03/2013,Y,Y
S016857,04/04/2012,Y,
S018379,11/01/2011,Y,Y
S021063,04/04/2012,Y,Y
S023330,10/04/2013,Y,
S019672,07/05/2012,Y,
S022164,10/11/2012,Y,
S025093,07/30/2015,Y,
S024803,04/28/2015,Y,
S024683,10/29/2014,Y,Y
S025234,10/15/2015,Y,
S024955,07/09/2015,Y,
S024004,12/26/2013,Y,
S023936,12/17/2013,Y,
S024257,01/23/2014,Y,Y
S024788,04/14/2015,Y,Y
S024524,08/11/2014,Y,
S024548,08/20/2014,Y,Y
S024185,01/17/2014,Y,
S024616,09/09/2014,Y,
S024722,01/27/2015,Y,
S024992,07/15/2015,Y,
S024974,07/13/2015,Y,
S025214,09/23/2015,Y,Y
S025245,10/28/2015,Y,
S026003,02/14/2017,Y,
S025662,08/16/2016,Y,
S025970,01/04/2017,Y,
S025833,10/10/2016,Y,
S025885,11/02/2016,Y,
S026043,03/01/2017,Y,Y
S025566,07/28/2016,Y,
S025571,07/29/2016,Y,Y
S025309,01/11/2016,Y,
S025883,11/02/2016,Y,
S025993,01/17/2017,Y,
S025435,04/19/2016,Y,
S025541,07/22/2016,Y,
S026388,07/17/2017,Y,
S026993,08/28/2017,Y,
S027053,08/29/2017,Y,
S026518,07/27/2017,Y,
S026239,06/26/2017,Y,
S026785,08/11/2017,Y,
S026326,07/13/2017,Y,
S026313,07/12/2017,Y,
S027879,08/20/2018,Y,
S026314,07/12/2017,Y,
S026233,06/22/2017,Y,
S026618,08/01/2017,Y,
S027467,10/26/2017,Y,
S027792,07/05/2018,Y,Y
S026421,07/18/2017,Y,
S027341,09/26/2017,Y,
S028043,12/14/2018,Y,
S027214,09/12/2017,Y,
S026736,08/08/2017,Y,
S026208,06/15/2017,Y,
S026364,07/14/2017,Y,
S026642,08/03/2017,Y,
S026566,07/31/2017,Y,Y
S028260,10/09/2019,Y,
S026301,07/11/2017,Y,
S026872,08/17/2017,Y,
S026289,07/10/2017,Y,
S027298,09/19/2017,Y,
S027688,05/03/2018,Y,
S026842,08/16/2017,Y,
S027361,09/27/2017,Y,
S026874,08/18/2017,Y,
S026678,08/07/2017,Y,
S028095,03/04/2019,Y,
S026202,06/13/2017,Y,
S000412,03/15/1967,Y,
S000445,03/30/1967,Y,Y
S001334,06/23/1967,Y,
S001336,06/23/1967,Y,
S001340,06/23/1967,Y,
S001446,01/01/1967,Y,
S001520,01/01/1967,Y,
S001550,01/01/1967,Y,
S001581,01/01/1967,Y,
S001625,01/01/1967,Y,
S002058,01/01/1967,Y,
S010230,01/05/1981,Y,
S012760,01/14/1986,Y,
S012837,01/14/1986,Y,
S012871,01/31/1986,Y,
S002458,07/03/1967,Y,
S002465,07/03/1967,Y,
S013046,04/13/1987,Y,
S002672,07/05/1967,Y,
S010697,11/23/1981,Y,
S013187,09/13/1988,Y,
S002944,01/01/1967,Y,
S010762,03/12/1982,Y,
S010776,04/07/1982,Y,
S010897,02/11/1981,Y,
S010929,06/21/1982,Y,
S013500,09/27/1990,Y,
S002980,01/01/1967,Y,
S002992,01/01/1967,Y,
S003038,01/01/1967,Y,
S003112,01/01/1967,Y,
S003154,01/01/1967,Y,Y
S011174,06/24/1983,Y,
S013584,03/25/1991,Y,
S013590,03/25/1991,Y,
S013694,03/25/1991,Y,
S000452,03/30/1967,Y,
S000457,03/30/1967,Y,Y
S000584,04/18/1967,Y,
S000663,05/15/1967,Y,
S003583,01/01/1967,Y,
S011371,12/30/1983,Y,
S011457,01/22/1985,Y,
S015440,02/11/2003,Y,
S000723,05/23/1967,Y,
S004062,01/01/1968,Y,
S004090,01/01/1968,Y,
S004131,01/01/1968,Y,
S004151,01/01/1968,Y,
S004166,01/01/1968,Y,
S015705,02/21/2002,Y,
S015725,06/09/2003,Y,
S015838,09/14/2005,Y,
S001028,01/01/1967,Y,Y
S011735,12/11/1984,Y,
S011778,12/11/1984,Y,
S011849,12/11/1984,Y,
S011880,12/11/1984,Y,
S011708,12/11/1984,Y,
S013905,04/17/1992,Y,
S016030,04/27/2007,Y,
S004275,01/01/1966,Y,
S004285,01/01/1966,Y,
S004290,01/01/1966,Y,
S011981,12/11/1984,Y,
S012028,12/11/1984,Y,
S012041,12/11/1984,Y,
S012056,12/11/1984,Y,
S014001,05/11/1993,Y,
S014009,06/11/1993,Y,
S014012,06/15/1993,Y,
S014016,06/22/1993,Y,
S004634,01/01/1968,Y,
S004903,01/01/1969,Y,
S004913,01/01/1969,Y,
S004955,01/01/1970,Y,
S012102,12/11/1984,Y,
S012112,12/11/1984,Y,
S012115,12/11/1984,Y,
S004963,01/01/1970,Y,
S005217,01/01/1970,Y,
S012301,08/28/1985,Y,
S012333,02/14/1986,Y,
S014525,12/26/1995,Y,
S006007,01/01/1970,Y,
S008716,03/15/1976,Y,
S014736,06/06/1997,Y,
S008918,08/26/1976,Y,
S014932,02/18/1998,Y,
S015007,09/21/1998,Y,
S009058,12/06/1976,Y,
S009091,01/10/1977,Y,Y
S009167,03/28/1977,Y,
S009272,05/20/1977,Y,
S015102,12/20/1999,Y,
S015204,10/21/2001,Y,
S009336,07/21/1977,Y,
S009415,09/19/1977,Y,
S009420,09/23/1977,Y,
S009433,10/03/1977,Y,
S009493,12/22/1977,Y,
S015264,04/15/2002,Y,
S015362,03/10/2003,Y,
S008398,01/01/1974,Y,
S012598,01/07/1986,Y,
S012652,12/27/1985,Y,
S012685,12/27/1985,Y,
S008659,01/01/1975,Y,
S009858,05/07/1979,Y,
S009969,09/12/1979,Y,
S022402,12/11/2012,Y,
S024479,07/28/2014,Y,Y
S024536,08/18/2014,Y,
S016141,05/28/2008,Y,Y
S016512,06/30/2010,Y,
S016425,06/23/2010,Y,
S016629,06/30/2011,Y,Y
S016948,06/15/2010,Y,
S017064,06/30/2010,Y,Y
S016659,06/25/2010,Y,Y
S016107,04/10/2008,Y,
S016942,06/30/2010,Y,Y
S017138,07/01/2010,Y,
S016365,05/19/2010,Y,
S016070,07/13/2007,Y,
S017665,09/13/2011,Y,Y
S018120,11/07/2011,Y,Y
S019436,01/11/2012,Y,
S021468,08/15/2012,Y,
S021799,09/05/2012,Y,Y
S021285,08/03/2012,Y,Y
S019143,01/11/2012,Y,Y
S021822,09/11/2012,Y,
S021824,09/11/2012,Y,
S022037,09/26/2012,Y,
S020515,12/22/2011,Y,Y
S018265,07/03/2012,Y,
S021801,09/10/2012,Y,
S021414,08/09/2012,Y,Y
S021657,08/29/2012,Y,
S020697,02/09/2012,Y,Y
S021687,09/06/2012,Y,Y
S022171,10/16/2012,Y,Y
S019308,11/28/2011,Y,
S018274,07/05/2012,Y,
S017455,09/12/2011,Y,
S021740,09/04/2012,Y,Y
S022395,11/28/2012,Y,
S018526,11/03/2011,Y,Y
S023871,12/06/2013,Y,
S021325,08/07/2012,Y,
S020442,08/01/2012,Y,
S021340,08/07/2012,Y,Y
S020239,12/22/2011,Y,Y
S017296,05/09/2012,Y,Y
S022628,05/17/2013,Y,
S021122,07/20/2012,Y,
S020713,12/19/2011,Y,Y
S017007,01/23/2012,Y,Y
S023119,09/06/2013,Y,
S019219,11/23/2011,Y,
S020905,12/21/2011,Y,
S020157,12/30/2011,Y,Y
S023801,11/27/2013,Y,Y
S018556,11/10/2011,Y,Y
S019343,11/28/2011,Y,Y
S023892,12/11/2013,Y,Y
S017901,09/29/2011,Y,Y
S019211,01/24/2012,Y,
S016577,04/05/2012,Y,
S022928,08/12/2013,Y,
S020856,12/30/2011,Y,
S023856,12/05/2013,Y,Y
S019051,12/14/2011,Y,Y
S019063,12/14/2011,Y,Y
S020851,01/26/2012,Y,
S023845,12/04/2013,Y,Y
S023600,10/23/2013,Y,
S017656,09/27/2011,Y,Y
S019398,11/30/2011,Y,Y
S023140,09/13/2013,Y,
S021367,08/08/2012,Y,
S021404,08/09/2012,Y,Y
S019854,07/13/2012,Y,
S021683,09/06/2012,Y,Y
S022011,09/25/2012,Y,
S022222,10/22/2012,Y,
S022297,11/05/2012,Y,
S020774,07/23/2012,Y,Y
S021362,08/08/2012,Y,Y
S017822,05/14/2012,Y,Y
S018306,06/20/2012,Y,
S022507,04/30/2013,Y,
S019409,01/10/2012,Y,
S022536,05/03/2013,Y,
S023595,10/22/2013,Y,
S021780,09/05/2012,Y,Y
S022308,11/07/2012,Y,
S022897,08/07/2013,Y,
S022629,05/17/2013,Y,
S019491,01/17/2012,Y,
S017005,01/23/2012,Y,
S018380,11/02/2011,Y,
S017857,10/17/2011,Y,Y
S018567,01/27/2012,Y,Y
S022995,08/16/2013,Y,
S018759,11/08/2011,Y,Y
S021716,08/31/2012,Y,
S023311,10/01/2013,Y,
S019225,01/19/2012,Y,Y
S020528,09/12/2012,Y,Y
S018859,11/15/2011,Y,Y
S022642,05/22/2013,Y,
S018914,11/28/2011,Y,Y
S018068,05/23/2012,Y,
S019071,12/16/2011,Y,Y
S020149,12/30/2011,Y,Y
S018988,01/03/2012,Y,
S020927,12/28/2011,Y,
S022725,06/17/2013,Y,
S019303,11/28/2011,Y,
S020599,12/28/2011,Y,
S018255,07/03/2010,Y,
S023439,10/11/2013,Y,
S019976,07/10/2012,Y,
S023945,12/17/2013,Y,Y
S023923,12/16/2013,Y,Y
S025262,11/10/2015,Y,
S025100,07/31/2015,Y,
S024712,12/24/2014,Y,
S024143,01/14/2014,Y,Y
S024808,04/30/2015,Y,
S024139,01/14/2014,Y,Y
S024475,07/28/2014,Y,
S024370,03/19/2014,Y,
S024787,04/14/2015,Y,Y
S024020,12/27/2013,Y,
S024564,08/26/2014,Y,
S023992,12/23/2013,Y,
S024884,06/22/2015,Y,
S025165,08/25/2015,Y,
S024531,08/18/2014,Y,
S025634,08/15/2016,Y,
S025856,10/28/2016,Y,
S026061,03/06/2017,Y,
S025948,12/16/2016,Y,Y
S027944,09/18/2018,Y,Y
S027882,08/23/2018,Y,
S026371,07/14/2017,Y,
S027553,11/15/2017,Y,
S026795,08/11/2017,Y,
S028112,03/29/2019,Y,
S027278,09/19/2017,Y,
S027508,11/02/2017,Y,
S026594,08/01/2017,Y,
S027471,10/27/2017,Y,
S027687,05/03/2018,Y,
S026725,08/07/2017,Y,
S027533,11/09/2017,Y,
S027946,09/28/2018,Y,
S027330,09/25/2017,Y,
S026485,07/24/2017,Y,
S027670,04/27/2018,Y,Y
S028161,07/19/2019,Y,
S028166,07/24/2019,Y,
S027976,10/15/2018,Y,
S028237,10/03/2019,Y,
S028093,02/27/2019,Y,
S028181,07/25/2019,Y,
S027264,09/15/2017,Y,
S026458,07/24/2017,Y,
S027684,04/30/2018,Y,Y
S027528,11/08/2017,Y,
S026176,06/01/2017,Y,
S028073,01/14/2019,Y,
S026828,08/15/2017,Y,
S027474,10/27/2017,Y,
S027711,05/18/2018,Y,
S028121,04/19/2019,Y,
S002868,01/01/1967,Y,
S013018,04/13/1987,Y,
S000118,01/05/1967,Y,Y
S000183,01/20/1967,Y,
S001328,06/23/1967,Y,
S001346,06/23/1967,Y,
S001352,06/23/1967,Y,
S001389,01/01/1967,Y,
S001400,01/01/1967,Y,
S001420,01/01/1967,Y,
S001437,01/01/1967,Y,
S001555,01/01/1967,Y,
S002074,06/30/1967,Y,
S010031,02/14/1980,Y,
S012705,12/27/1985,Y,
S012736,12/27/1985,Y,
S012785,01/14/1986,Y,
S012830,01/14/1986,Y,
S002235,01/01/1967,Y,
S002466,07/03/1967,Y,
S012944,02/24/1987,Y,
S013091,04/30/1987,Y,
S013134,11/10/1987,Y,
S010581,01/26/1986,Y,
S010676,07/02/1981,Y,Y
S013264,09/11/1989,Y,
S002914,01/01/1967,Y,
S002918,01/01/1967,Y,
S010761,03/12/1982,Y,
S013469,05/17/1990,Y,
S003106,01/01/1967,Y,
S003145,01/01/1967,Y,
S011009,12/01/1982,Y,
S011131,03/18/1983,Y,
S011249,09/03/1983,Y,
S013595,03/25/1991,Y,
S000527,04/10/1967,Y,
S000577,04/18/1967,Y,
S003485,01/01/1967,Y,
S011428,04/30/1984,Y,
S011465,11/15/1984,Y,
S015583,10/19/2004,Y,
S004079,01/01/1968,Y,
S004081,01/01/1968,Y,
S004175,01/01/1968,Y,
S004197,01/01/1968,Y,
S004201,01/01/1968,Y,
S004202,01/01/1968,Y,
S004214,01/01/1968,Y,
S011500,12/26/1986,Y,
S011549,01/16/1985,Y,
S011834,12/11/1984,Y,
S015887,07/05/2005,Y,
S016022,03/30/2007,Y,
S004306,01/01/1966,Y,
S011890,12/11/1984,Y,
S012032,12/11/1984,Y,
S014083,08/10/1993,Y,
S012088,12/11/1984,Y,
S012096,12/11/1984,Y,
S012164,12/11/1984,Y,
S012236,08/06/1985,Y,
S014169,03/21/1994,Y,
S014229,10/03/1994,Y,
S014329,02/17/1995,Y,
S004982,01/01/1970,Y,
S012411,02/14/1986,Y,
S014403,06/30/1995,Y,
S014458,09/02/1995,Y,
S014489,10/06/1995,Y,
S012472,01/16/1985,Y,
S008740,09/17/1974,Y,
S008764,05/04/1976,Y,
S006543,01/01/1971,Y,
S008910,08/19/1976,Y,
S014926,03/19/1998,Y,
S007674,01/01/1971,Y,
S015148,09/28/2001,Y,
S015177,11/30/2001,Y,
S015207,10/21/2001,Y,
S009374,08/15/1977,Y,
S009375,08/15/1977,Y,
S009391,08/22/1977,Y,
S009596,01/05/1987,Y,Y
S009680,06/12/1978,Y,
S012525,07/12/1985,Y,
S008661,01/01/1975,Y,
S002214,01/01/1967,Y,
S002228,01/01/1967,Y,
S009874,05/07/1979,Y,
S009964,09/05/1979,Y,Y
S009966,09/11/1979,Y,
S016105,04/02/2008,Y,
S016158,09/12/2008,Y,Y
S020726,07/12/2010,Y,
S017014,07/13/2011,Y,Y
S017023,07/01/2010,Y,
S016989,07/12/2011,Y,Y
S016494,04/21/2009,Y,Y
S017036,06/29/2010,Y,
S015932,03/07/2006,Y,
S016764,06/23/2010,Y,
S016988,06/21/2010,Y,
S018971,06/30/2010,Y,Y
S016369,05/19/2010,Y,
S021054,07/06/2012,Y,Y
S021572,08/22/2012,Y,
S021525,08/20/2012,Y,Y
S021696,09/06/2012,Y,Y
S019910,12/15/2011,Y,Y
S016836,04/03/2012,Y,
S017294,05/07/2012,Y,
S021110,07/11/2012,Y,Y
S021275,08/02/2012,Y,Y
S021837,09/12/2012,Y,Y
S020466,08/02/2012,Y,Y
S018751,01/31/2012,Y,Y
S019597,12/20/2011,Y,Y
S021777,09/07/2012,Y,
S021879,09/14/2012,Y,
S018885,11/22/2011,Y,Y
S018411,,Y,Y
S016691,03/23/2012,Y,
S017706,05/08/2012,Y,
S018143,05/31/2012,Y,
S022023,09/26/2012,Y,
S022053,09/27/2012,Y,
S019531,07/03/2012,Y,
S022513,04/30/2013,Y,
S021636,08/24/2012,Y,Y
S021734,08/31/2012,Y,
S022475,02/26/2013,Y,Y
S022494,04/29/2013,Y,
S019549,12/19/2011,Y,Y
S020874,01/26/2012,Y,Y
S017339,04/25/2012,Y,
S023250,09/27/2013,Y,Y
S023469,10/14/2013,Y,
S020039,12/27/2011,Y,Y
S023746,11/22/2013,Y,Y
S020869,01/26/2012,Y,Y
S020378,02/24/2012,Y,Y
S018225,06/07/2012,Y,
S020259,02/14/2012,Y,
S019361,11/30/2011,Y,Y
S019930,12/16/2011,Y,Y
S023128,09/09/2013,Y,Y
S020324,04/24/2012,Y,
S023175,09/19/2013,Y,Y
S023116,09/06/2013,Y,
S021169,07/25/2012,Y,
S023865,12/05/2013,Y,Y
S019293,01/18/2012,Y,
S021177,07/26/2012,Y,Y
S020500,09/07/2012,Y,Y
S020594,12/27/2011,Y,Y
S020363,04/24/2012,Y,
S021681,09/06/2012,Y,Y
S016961,04/09/2012,Y,
S022007,09/24/2012,Y,
S022288,10/26/2012,Y,
S016635,03/16/2012,Y,Y
S018774,02/03/2012,Y,Y
S020240,02/14/2010,Y,
S017486,04/16/2012,Y,
S019625,07/05/2012,Y,
S021934,09/19/2012,Y,Y
S022581,05/10/2013,Y,
S021170,07/25/2012,Y,
S022554,05/07/2013,Y,
S022580,05/10/2013,Y,
S019789,04/27/2012,Y,
S021928,09/18/2012,Y,Y
S018183,11/15/2011,Y,Y
S023369,10/08/2013,Y,
S021166,07/25/2012,Y,Y
S021915,09/18/2012,Y,Y
S019873,02/02/2012,Y,
S022606,05/15/2013,Y,Y
S020218,02/24/2012,Y,
S018262,07/03/2012,Y,
S018984,01/03/2012,Y,Y
S018279,07/10/2012,Y,
S022207,10/22/2012,Y,
S018233,09/26/2011,Y,
S018654,01/30/2012,Y,Y
S023226,09/26/2013,Y,Y
S017406,09/02/2011,Y,
S022038,09/26/2012,Y,
S017829,10/03/2011,Y,
S016843,04/04/2012,Y,Y
S017769,09/15/2011,Y,Y
S020929,12/28/2011,Y,
S023437,10/10/2013,Y,Y
S023730,11/21/2013,Y,
S024419,05/29/2014,Y,
S024677,10/10/2014,Y,
S025272,11/23/2015,Y,
S024632,09/15/2014,Y,
S024056,01/03/2014,Y,
S024582,09/03/2014,Y,
S024260,01/23/2014,Y,Y
S024537,08/18/2014,Y,
S024184,01/17/2014,Y,
S024132,01/13/2014,Y,
S024133,01/13/2014,Y,Y
S025440,04/27/2016,Y,
S025836,10/11/2016,Y,
S025946,12/15/2016,Y,
S025961,12/29/2016,Y,
S025561,07/28/2016,Y,
S026042,03/01/2017,Y,Y
S025889,11/10/2016,Y,
S025380,02/25/2016,Y,
S026696,08/07/2017,Y,
S027737,05/30/2018,Y,
S026128,05/18/2017,Y,
S026692,08/07/2017,Y,
S027296,09/19/2017,Y,
S027128,09/05/2017,Y,
S026975,08/24/2017,Y,
S028029,11/28/2018,Y,
S026209,06/15/2017,Y,
S027527,11/08/2017,Y,
S026546,07/28/2017,Y,
S028085,02/19/2019,Y,
S028215,08/16/2019,Y,
S028277,12/13/2019,Y,
S026524,07/27/2017,Y,
S027234,09/14/2017,Y,
S026562,07/31/2017,Y,
S027542,11/15/2017,Y,
S027549,11/15/2017,Y,
S027400,10/03/2017,Y,
S027747,06/15/2018,Y,
S027752,06/15/2018,Y,
S027920,09/17/2018,Y,
S027802,07/16/2018,Y,
S027823,07/16/2018,Y,
S027349,09/26/2017,Y,
S027464,10/26/2017,Y,
S027738,05/30/2018,Y,
S000313,02/01/1966,Y,Y
S000366,03/07/1967,Y,
S000443,03/29/1967,Y,
S001316,06/23/1967,Y,
S001350,06/23/1967,Y,
S001460,01/01/1967,Y,Y
S002035,01/01/1967,Y,
S002075,01/01/1967,Y,
S010227,01/30/1981,Y,
S012867,01/31/1986,Y,
S002405,01/01/1967,Y,
S012964,03/30/1987,Y,
S013043,04/13/1987,Y,
S013108,08/06/1987,Y,
S013126,06/04/1987,Y,
S002479,07/03/1967,Y,
S002500,07/03/1967,Y,
S002639,01/01/1967,Y,
S010725,01/19/1982,Y,Y
S013497,09/05/1990,Y,
S013525,06/26/1990,Y,
S002979,01/01/1967,Y,
S003036,01/01/1967,Y,
S003102,01/01/1967,Y,
S003143,01/01/1967,Y,
S011189,06/10/1983,Y,
S013687,03/25/1991,Y,
S000659,05/15/1967,Y,
S003879,01/01/1967,Y,
S011363,02/10/1984,Y,
S015472,01/07/2004,Y,
S015551,09/29/2004,Y,Y
S004116,01/01/1968,Y,
S004121,01/01/1968,Y,
S004172,01/01/1968,Y,
S004207,01/01/1968,Y,
S015854,06/07/2005,Y,
S011748,12/11/1984,Y,
S011761,12/11/1984,Y,
S016020,10/12/2006,Y,
S004261,01/01/1966,Y,
S004331,01/01/1968,Y,
S011893,12/11/1984,Y,
S004647,01/01/1968,Y,Y
S012204,06/14/1984,Y,
S012229,08/06/1985,Y,
S014162,03/08/1994,Y,
S014324,02/22/1995,Y,
S012264,08/28/1985,Y,
S005430,09/15/1970,Y,
S005986,01/01/1970,Y,
S008775,05/13/1976,Y,Y
S014581,06/03/1996,Y,
S014727,08/18/1997,Y,
S014755,12/31/1996,Y,
S014804,06/26/1997,Y,
S006217,01/01/1970,Y,
S006551,01/01/1971,Y,
S014912,02/13/1998,Y,
S006721,04/07/1971,Y,
S006754,01/01/1971,Y,
S007661,01/01/1971,Y,
S009116,02/22/1977,Y,Y
S009241,04/06/1977,Y,
S015137,08/06/2001,Y,
S015154,11/30/2001,Y,
S015156,11/30/2001,Y,
S015158,11/30/2001,Y,
S015180,11/30/2001,Y,
S007942,01/01/1972,Y,
S008075,01/01/1973,Y,
S015245,02/21/2001,Y,
S015291,04/09/2001,Y,
S015387,07/09/2001,Y,
S008427,01/01/1974,Y,
S009681,12/26/1978,Y,
S008546,01/01/1975,Y,
S002221,01/01/1967,Y,
S009867,05/07/1979,Y,
S020520,09/12/2012,Y,Y
S024495,08/01/2014,Y,
S016069,08/15/2006,Y,
S016162,07/21/2008,Y,
S016119,03/28/2008,Y,Y
S016935,06/08/2010,Y,Y
S017161,07/18/2011,Y,Y
S017284,07/21/2011,Y,Y
S016214,04/17/2009,Y,Y
S016310,04/16/2009,Y,
S016377,05/28/2010,Y,
S016605,06/22/2010,Y,Y
S019013,07/06/2010,Y,
S017202,06/30/2010,Y,Y
S017047,06/30/2010,Y,Y
S016097,01/08/2008,Y,Y
S017581,04/25/2012,Y,
S021526,08/20/2012,Y,
S020369,03/05/2012,Y,
S017974,05/22/2012,Y,
S017798,05/22/2012,Y,
S021643,08/27/2012,Y,Y
S019560,12/20/2011,Y,Y
S019641,12/20/2011,Y,
S021936,09/19/2012,Y,Y
S018868,11/30/2011,Y,Y
S016728,04/04/2012,Y,
S021641,08/24/2012,Y,Y
S018785,02/09/2012,Y,
S018591,01/27/2012,Y,
S017878,05/18/2012,Y,
S021504,08/15/2012,Y,
S022364,11/27/2012,Y,
S019773,12/20/2011,Y,Y
S020807,01/26/2012,Y,Y
S020775,07/23/2012,Y,Y
S021520,08/20/2012,Y,
S020983,03/29/2012,Y,Y
S022457,02/05/2013,Y,
S021650,08/27/2012,Y,
S019543,07/03/2012,Y,
S020110,02/08/2012,Y,
S021200,07/27/2012,Y,Y
S023129,09/09/2013,Y,Y
S018029,10/25/2011,Y,Y
S017983,10/25/2011,Y,Y
S021028,03/30/2012,Y,Y
S023027,08/26/2013,Y,
S023158,09/17/2013,Y,
S020620,02/03/2012,Y,Y
S018681,02/17/2012,Y,
S016558,03/29/2012,Y,
S019435,01/11/2012,Y,
S020693,02/09/2012,Y,
S023671,10/29/2013,Y,
S017365,09/08/2011,Y,Y
S017696,04/19/2012,Y,
S019176,11/29/2011,Y,Y
S018770,02/02/2012,Y,
S017972,05/22/2012,Y,
S023537,10/18/2013,Y,
S023033,08/27/2013,Y,
S023151,09/16/2013,Y,
S020094,07/11/2012,Y,
S021088,07/10/2012,Y,Y
S017888,10/07/2011,Y,Y
S017831,10/18/2011,Y,Y
S019821,12/21/2011,Y,
S020102,02/07/2012,Y,
S023482,10/15/2013,Y,
S017785,05/16/2012,Y,
S020286,12/22/2011,Y,Y
S020590,12/27/2011,Y,Y
S020269,02/16/2012,Y,Y
S023900,12/12/2013,Y,Y
S019417,01/10/2012,Y,
S020882,12/22/2011,Y,Y
