APPL_ID,ACC_DATE,Riparian,Pre1914
S016281,04/20/2009,Y,Y
S016478,07/14/2010,Y,Y
S018956,08/23/2010,Y,Y
S016217,09/18/2009,Y,
S016039,08/15/2006,Y,
S016397,06/08/2010,Y,
S016408,06/08/2010,Y,
S021577,08/22/2012,Y,
S017861,05/15/2012,Y,
S021185,07/26/2012,Y,
S021227,07/30/2012,Y,
S021350,08/08/2012,Y,Y
S020352,03/02/2012,Y,Y
S020163,12/30/2011,Y,
S020568,12/23/2011,Y,
S017488,04/16/2012,Y,
S017730,05/09/2012,Y,
S021979,09/21/2012,Y,Y
S019274,01/24/2012,Y,
S017724,05/09/2012,Y,
S021991,09/24/2012,Y,
S022127,10/09/2012,Y,Y
S019542,07/03/2012,Y,
S018512,11/02/2011,Y,
S022237,10/23/2012,Y,
S022380,11/28/2012,Y,
S017793,11/03/2011,Y,Y
S019827,12/21/2011,Y,
S019820,12/21/2011,Y,Y
S021235,07/30/2012,Y,Y
S022670,05/23/2013,Y,
S023552,10/21/2013,Y,Y
S022496,04/29/2013,Y,
S021611,08/23/2012,Y,
S018832,01/05/2012,Y,Y
S019218,01/18/2012,Y,
S022583,05/10/2013,Y,
S019292,01/18/2012,Y,
S021582,08/22/2012,Y,Y
S020031,12/23/2011,Y,Y
S019180,01/11/2012,Y,
S023776,11/26/2013,Y,Y
S020844,12/30/2011,Y,Y
S019056,12/14/2011,Y,Y
S020104,02/08/2012,Y,Y
S018150,11/09/2011,Y,Y
S017653,04/18/2012,Y,Y
S019312,04/19/2012,Y,
S020257,02/14/2012,Y,
S017441,04/12/2012,Y,
S017396,04/30/2012,Y,
S020746,07/23/2012,Y,
S021215,07/27/2012,Y,
S022885,08/07/2013,Y,
S023685,10/30/2013,Y,
S018790,11/09/2011,Y,Y
S020786,12/21/2011,Y,Y
S020934,12/21/2011,Y,
S020007,12/22/2011,Y,
S021674,08/30/2012,Y,
S019175,11/21/2011,Y,Y
S021919,09/18/2012,Y,Y
S016545,03/28/2012,Y,
S021206,07/27/2012,Y,Y
S020661,12/19/2011,Y,
S018705,12/28/2011,Y,
S018304,06/20/2012,Y,
S021443,08/14/2012,Y,Y
S021821,09/11/2012,Y,
S019419,12/13/2011,Y,
S019240,01/19/2012,Y,Y
S021566,08/22/2012,Y,
S023118,09/06/2013,Y,
S018261,07/03/2012,Y,
S022667,05/23/2013,Y,
S018045,10/27/2011,Y,Y
S018622,12/28/2011,Y,
S020596,07/18/2012,Y,
S017824,10/18/2011,Y,Y
S021839,09/12/2012,Y,
S019204,01/17/2012,Y,
S023007,08/20/2013,Y,
S019464,12/15/2011,Y,Y
S019514,06/27/2012,Y,Y
S021068,04/23/2012,Y,Y
S019509,12/19/2011,Y,Y
S018674,02/16/2012,Y,
S018010,10/21/2011,Y,Y
S019861,02/02/2012,Y,
S023449,10/11/2013,Y,
S018834,11/10/2011,Y,Y
S022199,10/18/2012,Y,Y
S019237,01/19/2012,Y,Y
S023518,10/17/2013,Y,
S018930,11/18/2011,Y,Y
S024127,01/13/2014,Y,
S024932,07/07/2015,Y,
S024903,07/01/2015,Y,
S024678,10/14/2014,Y,
S024822,05/07/2015,Y,
S025149,08/11/2015,Y,
S024103,01/09/2014,Y,
S024529,08/18/2014,Y,
S025227,10/09/2015,Y,
S024747,03/18/2015,Y,
S024219,01/21/2014,Y,
S024620,09/09/2014,Y,
S024136,01/13/2014,Y,Y
S024714,01/07/2015,Y,
S024961,07/10/2015,Y,
S025063,07/27/2015,Y,
S024571,08/27/2014,Y,
S024027,12/30/2013,Y,Y
S024125,01/10/2014,Y,Y
S024096,01/08/2014,Y,
S024145,01/14/2014,Y,Y
S024085,01/07/2014,Y,
S024877,06/19/2015,Y,
S024636,09/16/2014,Y,
S024643,09/18/2014,Y,Y
S025180,09/02/2015,Y,
S024008,12/26/2013,Y,
S024384,04/09/2014,Y,
S024928,07/07/2015,Y,
S025161,08/18/2015,Y,
S023974,12/19/2013,Y,
S024519,08/08/2014,Y,
S026033,02/28/2017,Y,
S025793,09/06/2016,Y,
S025537,07/20/2016,Y,Y
S025880,11/02/2016,Y,
S025603,08/09/2016,Y,Y
S026028,02/21/2017,Y,
S025559,07/27/2016,Y,
S026029,02/21/2017,Y,
S025508,06/17/2016,Y,
S025368,02/12/2016,Y,
S026068,03/07/2017,Y,
S027015,08/28/2017,Y,
S028038,12/04/2018,Y,
S028203,08/16/2019,Y,
S027293,09/19/2017,Y,
S026120,05/16/2017,Y,
S026361,07/14/2017,Y,
S027497,11/02/2017,Y,
S026592,08/01/2017,Y,
S026123,05/17/2017,Y,
S027167,09/08/2017,Y,
S026577,08/01/2017,Y,
S027790,07/05/2018,Y,
S027824,07/16/2018,Y,
S028207,08/16/2019,Y,
S026408,07/18/2017,Y,
S026171,05/31/2017,Y,
S027154,09/07/2017,Y,
S026966,08/23/2017,Y,
S026268,07/07/2017,Y,
S027457,10/26/2017,Y,
S027289,09/19/2017,Y,
S027559,11/15/2017,Y,
S028084,02/19/2019,Y,
S026929,08/22/2017,Y,
S012981,04/13/1987,Y,
S000245,01/30/1967,Y,
S000320,08/18/1966,Y,
S001262,06/23/1967,Y,
S001291,06/23/1967,Y,
S001326,06/23/1967,Y,
S001394,01/01/1967,Y,
S001430,01/01/1967,Y,
S001591,01/01/1967,Y,
S001599,01/01/1967,Y,Y
S001856,01/01/1967,Y,
S001897,01/01/1967,Y,
S001916,01/01/1967,Y,
S002150,01/01/1967,Y,
S010004,06/29/1971,Y,
S010093,08/01/1980,Y,
S012738,12/27/1985,Y,
S012824,01/14/1986,Y,
S012826,01/14/1986,Y,
S002254,01/01/1967,Y,
S010433,07/10/1981,Y,
S012925,01/20/1987,Y,
S012926,01/26/1987,Y,
S012935,02/09/1987,Y,
S013141,06/18/1987,Y,Y
S002478,07/03/1967,Y,
S002553,01/01/1967,Y,
S013216,04/22/1988,Y,
S013263,09/18/1989,Y,
S002841,01/01/1967,Y,
S010780,03/21/1982,Y,
S010785,03/21/1982,Y,
S013554,02/08/1991,Y,
S011072,02/17/1983,Y,
S011235,09/03/1983,Y,
S013609,03/25/1991,Y,
S003310,01/01/1967,Y,
S003326,01/01/1967,Y,
S003661,01/01/1967,Y,
S015432,02/11/2004,Y,
S015484,01/20/2004,Y,Y
S015550,09/08/2004,Y,
S015573,10/19/2004,Y,
S000815,06/07/1967,Y,
S000929,06/12/1967,Y,
S003932,01/01/1967,Y,
S004009,10/23/1967,Y,
S004086,01/01/1968,Y,
S004215,01/01/1968,Y,
S011510,07/02/1984,Y,
S011563,02/22/1984,Y,
S015806,05/28/2002,Y,
S001086,01/01/1967,Y,
S001095,01/01/1967,Y,
S001120,01/01/1967,Y,
S011757,12/11/1984,Y,
S011810,12/11/1984,Y,
S011879,12/11/1984,Y,
S011697,12/11/1984,Y,
S013843,10/20/1992,Y,Y
S015925,05/25/2005,Y,
S015943,04/05/2006,Y,
S016025,03/30/2007,Y,
S011923,12/11/1984,Y,
S012042,12/11/1984,Y,
S013981,02/04/1993,Y,
S004944,01/01/1970,Y,
S004954,01/01/1970,Y,
S012100,12/11/1984,Y,
S014205,07/22/1994,Y,
S014308,01/25/1995,Y,
S014346,03/27/1995,Y,Y
S004998,01/01/1970,Y,
S012332,02/14/1986,Y,
S012348,02/14/1986,Y,
S012390,02/14/1986,Y,
S014388,05/15/1995,Y,Y
S014531,01/08/1996,Y,
S014557,03/04/1996,Y,Y
S005501,01/01/1970,Y,
S006006,01/01/1970,Y,
S014851,12/01/1997,Y,
S006470,01/01/1971,Y,
S006487,01/01/1971,Y,
S006505,01/01/1971,Y,
S008856,07/08/1976,Y,
S008891,01/23/1976,Y,
S014881,01/22/1998,Y,
S007330,01/01/1971,Y,
S007745,01/01/1971,Y,
S009132,02/23/1977,Y,
S015128,11/22/1999,Y,
S015146,04/06/2001,Y,
S015174,11/30/2001,Y,
S015211,01/19/2000,Y,
S008045,01/01/1973,Y,
S008093,05/02/1973,Y,
S008099,05/02/1973,Y,
S009378,08/15/1977,Y,
S009416,09/19/1977,Y,
S009491,12/22/1977,Y,
S015330,03/15/2001,Y,
S015388,07/09/2001,Y,
S015416,05/05/2003,Y,
S008238,01/01/1973,Y,
S008245,10/10/1973,Y,
S009732,03/14/1979,Y,
S008569,01/01/1975,Y,
S008621,01/01/1975,Y,
S009806,05/07/1979,Y,Y
S009875,05/07/1979,Y,
S009914,06/06/1979,Y,
S024437,06/04/2014,Y,
S016258,04/28/2009,Y,Y
S017215,07/20/2011,Y,Y
S016609,06/22/2010,Y,Y
S017087,06/30/2010,Y,Y
S017110,06/30/2010,Y,Y
S016951,06/15/2010,Y,
S017521,08/08/2011,Y,Y
S016082,10/26/2007,Y,
S016254,03/19/2009,Y,
S016182,09/02/2009,Y,
S016282,04/20/2009,Y,Y
S016288,04/16/2009,Y,Y
S016860,06/25/2010,Y,Y
S017063,06/30/2010,Y,Y
S016960,06/15/2010,Y,
S016363,05/19/2010,Y,
S017267,06/25/2010,Y,Y
S016319,10/29/2009,Y,
S016410,07/06/2009,Y,Y
S021587,08/22/2012,Y,Y
S020554,07/18/2012,Y,
S021807,09/10/2012,Y,
S021989,09/21/2012,Y,
S016789,04/19/2012,Y,
S021670,08/30/2012,Y,
S022122,10/08/2012,Y,Y
S022194,10/18/2012,Y,Y
S017934,10/13/2011,Y,Y
S019264,01/20/2012,Y,Y
S016804,04/02/2012,Y,
S021935,09/19/2012,Y,Y
S017111,04/09/2012,Y,Y
S021996,09/24/2012,Y,
S019347,11/29/2011,Y,Y
S019354,11/29/2011,Y,Y
S019627,07/05/2012,Y,Y
S022408,01/15/2013,Y,
S020725,08/02/2012,Y,Y
S022569,05/09/2013,Y,
S018170,11/14/2011,Y,Y
S019825,12/21/2011,Y,Y
S022616,05/16/2013,Y,
S017742,05/09/2012,Y,
S018658,02/10/2012,Y,
S022684,05/24/2013,Y,
S018156,11/09/2011,Y,Y
S020402,12/19/2011,Y,Y
S019879,02/03/2012,Y,
S018771,02/03/2012,Y,
S023189,09/23/2013,Y,
S021104,07/11/2012,Y,Y
S021447,08/14/2012,Y,Y
S023647,10/28/2013,Y,Y
S020032,12/23/2011,Y,Y
S019230,01/19/2012,Y,
S018084,10/28/2011,Y,
S020840,12/30/2011,Y,Y
S023059,08/30/2013,Y,
S020175,02/10/2012,Y,
S020611,12/16/2011,Y,
S019834,12/21/2011,Y,Y
S018434,12/08/2011,Y,Y
S018040,10/26/2011,Y,Y
S020445,08/01/2012,Y,
S023634,10/25/2013,Y,
S018043,10/26/2011,Y,Y
S021433,08/13/2012,Y,Y
S021589,08/22/2012,Y,Y
S018928,11/18/2011,Y,Y
S020837,01/26/2012,Y,
S017474,04/13/2012,Y,
S020429,07/26/2012,Y,
S020496,09/06/2012,Y,Y
S018448,12/09/2011,Y,Y
S021766,09/06/2012,Y,Y
S020154,09/13/2012,Y,
S019630,12/20/2011,Y,
S021943,09/19/2012,Y,Y
S022409,01/15/2013,Y,
S019338,04/20/2012,Y,Y
S017635,04/18/2012,Y,
S020454,12/20/2011,Y,Y
S020517,07/17/2012,Y,Y
S020736,07/20/2012,Y,
S023256,09/27/2013,Y,
S021950,09/20/2012,Y,Y
S020991,03/30/2012,Y,Y
S023908,12/13/2013,Y,
S017794,10/06/2011,Y,Y
S018843,01/10/2012,Y,
S018204,06/06/2012,Y,Y
S020069,03/08/2012,Y,
S020571,12/27/2011,Y,
S018218,06/07/2012,Y,
S019026,12/12/2011,Y,Y
S023911,12/13/2013,Y,
S020499,12/22/2011,Y,Y
S020010,02/17/2012,Y,Y
S020357,03/06/2012,Y,
S018130,05/30/2012,Y,
S020839,12/30/2011,Y,Y
S019363,11/30/2011,Y,Y
S020718,07/19/2012,Y,Y
S022000,09/24/2012,Y,
S022591,05/13/2013,Y,
S018258,09/26/2011,Y,Y
S025091,07/30/2015,Y,
S024666,09/25/2014,Y,
S025192,09/08/2015,Y,
S025076,07/30/2015,Y,
S024355,02/27/2014,Y,Y
S024648,09/19/2014,Y,Y
S024694,11/19/2014,Y,Y
S024006,12/26/2013,Y,Y
S024995,07/15/2015,Y,
S024207,01/21/2014,Y,
S024190,01/17/2014,Y,
S025058,07/24/2015,Y,
S025875,11/01/2016,Y,
S025905,11/21/2016,Y,
S025345,01/22/2016,Y,
S025967,12/29/2016,Y,
S026062,03/06/2017,Y,
S025341,01/22/2016,Y,
S025860,10/28/2016,Y,
S025730,08/25/2016,Y,
S028276,12/13/2019,Y,
S027354,09/26/2017,Y,
S026498,07/25/2017,Y,
S028315,12/27/2019,Y,
S027966,10/01/2018,Y,
S026359,07/14/2017,Y,
S027026,08/29/2017,Y,
S026287,07/10/2017,Y,
S027175,09/08/2017,Y,
S027185,09/08/2017,Y,
S026317,07/12/2017,Y,
S026949,08/23/2017,Y,
S028311,12/27/2019,Y,
S028284,12/13/2019,Y,
S027912,08/29/2018,Y,Y
S028270,10/23/2019,Y,
S026185,06/05/2017,Y,
S027969,10/03/2018,Y,Y
S027153,09/07/2017,Y,
S027171,09/08/2017,Y,
S026965,08/23/2017,Y,
S027760,06/19/2018,Y,
S026669,08/04/2017,Y,
S027462,10/26/2017,Y,Y
S028035,12/04/2018,Y,Y
S001260,06/23/1967,Y,
S001401,01/01/1967,Y,
S001418,01/01/1967,Y,
S001540,01/01/1967,Y,Y
S001583,01/01/1967,Y,Y
S002041,01/01/1967,Y,Y
S002144,01/01/1967,Y,
S010071,05/13/1980,Y,
S010111,08/06/1980,Y,Y
S010214,08/13/1980,Y,
S002279,01/01/1967,Y,
S010318,04/09/1981,Y,
S010329,05/13/1981,Y,
S010411,06/19/1981,Y,
S012928,02/02/1987,Y,
S013086,04/13/1987,Y,
S013112,08/10/1987,Y,
S002486,07/03/1967,Y,
S002716,07/03/1967,Y,
S013198,09/09/1988,Y,
S013233,04/27/1989,Y,
S013349,06/28/1989,Y,
S002935,01/01/1967,Y,
S010890,07/23/1982,Y,
S013510,06/26/1990,Y,
S002993,01/01/1967,Y,
S003037,01/01/1967,Y,
S003043,01/01/1967,Y,
S011074,02/17/1983,Y,
S011247,09/03/1983,Y,
S013562,04/08/1991,Y,
S013588,03/25/1991,Y,
S013607,03/25/1991,Y,
S011416,09/19/1984,Y,
S011460,01/23/1984,Y,
S000827,06/09/1967,Y,
S004222,01/01/1968,Y,
S011554,01/16/1985,Y,
S001089,01/01/1967,Y,
S001097,01/01/1967,Y,
S011715,12/11/1984,Y,
S011779,12/11/1984,Y,
S011781,12/11/1984,Y,
S011805,12/11/1984,Y,
S011832,12/11/1984,Y,
S013831,09/08/1992,Y,Y
S013944,10/22/1992,Y,
S015981,07/27/2006,Y,
S016003,11/13/2006,Y,
S004292,01/01/1966,Y,
S011911,12/11/1984,Y,
S013968,01/08/1993,Y,
S013989,04/05/1993,Y,Y
S014054,08/02/1992,Y,Y
S014139,12/21/1993,Y,
S004488,01/01/1968,Y,
S004508,01/01/1968,Y,
S014193,07/15/1994,Y,
S005000,01/01/1970,Y,
S005216,01/01/1970,Y,
S005292,01/01/1970,Y,
S005500,01/01/1970,Y,
S006010,01/01/1970,Y,
S012500,06/04/1986,Y,Y
S012516,07/12/1985,Y,
S014786,01/16/1998,Y,Y
S014856,11/22/1997,Y,
S006559,01/01/1971,Y,
S006560,01/01/1971,Y,
S008836,06/25/1976,Y,
S014863,01/29/1998,Y,
S006712,04/07/1971,Y,
S007657,01/01/1971,Y,
S009060,12/06/1976,Y,
S009114,02/22/1977,Y,
S009141,03/14/1977,Y,Y
S009203,11/08/1976,Y,
S015194,10/15/1999,Y,
S015210,10/21/2001,Y,
S009350,07/29/1977,Y,
S008636,01/01/1975,Y,
S009797,05/07/1979,Y,
S009900,05/29/1979,Y,
S009936,07/02/1979,Y,
S024461,07/24/2014,Y,Y
S020410,12/19/2011,Y,Y
S016639,06/24/2010,Y,Y
S016169,09/16/2008,Y,
S017066,06/30/2010,Y,Y
S016825,07/07/2011,Y,Y
S017209,07/20/2011,Y,Y
S016880,06/25/2010,Y,Y
S017081,06/30/2010,Y,Y
S016393,04/28/2009,Y,
S016411,07/06/2009,Y,Y
S016275,02/02/2009,Y,
S016862,07/01/2010,Y,
S016207,04/17/2009,Y,Y
S017263,06/22/2010,Y,Y
S021065,04/04/2012,Y,Y
S020485,12/31/2011,Y,Y
S021590,08/23/2012,Y,Y
S020450,08/01/2012,Y,Y
S021366,08/08/2012,Y,Y
S021871,09/14/2012,Y,
S021899,09/17/2012,Y,
S016560,04/04/2012,Y,
S021616,08/23/2012,Y,Y
S021977,09/21/2012,Y,Y
S018772,02/03/2012,Y,
S017619,04/17/2012,Y,
S020209,09/26/2012,Y,Y
S019339,11/28/2011,Y,Y
S018325,10/28/2011,Y,Y
S020877,01/27/2012,Y,Y
S018475,06/25/2012,Y,Y
S018701,11/04/2011,Y,Y
S019787,12/20/2011,Y,Y
S020172,02/16/2012,Y,Y
S019924,07/10/2012,Y,
S017826,10/03/2011,Y,
S019843,12/22/2011,Y,Y
S020227,12/22/2011,Y,Y
S018631,12/29/2011,Y,
S022611,05/16/2013,Y,Y
S016903,04/06/2012,Y,
S022905,08/08/2013,Y,
S019716,12/19/2011,Y,Y
S023260,09/27/2013,Y,
S023434,10/10/2013,Y,Y
S019497,12/19/2011,Y,Y
S023896,12/12/2013,Y,
S020289,02/22/2012,Y,
S019174,07/06/2012,Y,
S023849,12/04/2013,Y,
S017697,09/14/2011,Y,Y
S023902,12/12/2013,Y,
S019297,01/20/2012,Y,
S023183,09/20/2013,Y,
S019654,07/06/2012,Y,
S023463,10/14/2013,Y,
S018059,10/28/2011,Y,Y
S020088,07/11/2012,Y,
S023681,10/30/2013,Y,
S019133,11/18/2011,Y,Y
S019381,11/30/2011,Y,Y
S021517,08/20/2012,Y,
S017906,10/04/2011,Y,
S019576,07/02/2012,Y,
S021483,08/15/2012,Y,
S018645,01/30/2012,Y,Y
S021684,09/06/2012,Y,Y
S021032,03/30/2012,Y,Y
S019746,12/20/2011,Y,Y
S019650,12/20/2011,Y,
S022414,01/15/2013,Y,
S019009,01/05/2012,Y,
S022503,04/30/2013,Y,
S022058,09/27/2012,Y,
S021389,08/08/2012,Y,
S021475,08/15/2012,Y,
S016699,03/28/2012,Y,
S021691,09/06/2012,Y,Y
S023794,11/27/2013,Y,Y
S020364,04/24/2012,Y,
S020348,03/05/2012,Y,Y
S020130,02/08/2012,Y,Y
S021952,09/20/2012,Y,Y
S018164,11/10/2011,Y,
S018837,11/10/2011,Y,Y
S023400,10/09/2013,Y,
S019552,12/19/2011,Y,Y
S022815,07/19/2013,Y,
S023670,10/29/2013,Y,Y
S023811,12/02/2013,Y,Y
S022993,08/16/2013,Y,
S023199,09/23/2013,Y,
S023786,11/26/2013,Y,Y
S023789,11/26/2013,Y,Y
S019440,12/14/2011,Y,Y
S020758,12/20/2011,Y,Y
S017533,09/12/2011,Y,Y
S019661,07/06/2012,Y,Y
S023489,10/15/2013,Y,
S018919,01/03/2012,Y,
S023423,10/10/2013,Y,
S022600,05/14/2013,Y,Y
S020771,07/23/2012,Y,
S023005,08/20/2013,Y,
S023466,10/14/2013,Y,
S024598,09/05/2014,Y,
S024550,08/21/2014,Y,
S024507,08/05/2014,Y,
S024856,05/22/2015,Y,
S025099,07/31/2015,Y,
S024560,08/25/2014,Y,
S024841,05/14/2015,Y,
S025135,08/06/2015,Y,
S024172,01/16/2014,Y,Y
S024078,01/07/2014,Y,
S024769,04/08/2015,Y,
S024568,08/27/2014,Y,
S024748,03/19/2015,Y,Y
S024095,01/08/2014,Y,
S024917,07/06/2015,Y,
S025072,07/29/2015,Y,
S024511,08/07/2014,Y,
S023947,12/17/2013,Y,Y
S024889,06/22/2015,Y,
S025616,08/12/2016,Y,
S025832,10/10/2016,Y,
S025690,08/19/2016,Y,
S025306,01/06/2016,Y,Y
S025846,10/20/2016,Y,
S025414,04/06/2016,Y,
S025457,05/04/2016,Y,
S025337,01/21/2016,Y,
S025691,08/19/2016,Y,
S026707,08/07/2017,Y,
S027562,11/16/2017,Y,
S026474,07/24/2017,Y,
S028064,12/28/2018,Y,Y
S027865,07/18/2018,Y,
S026610,08/01/2017,Y,
S027408,10/10/2017,Y,
S027992,10/16/2018,Y,Y
S027402,10/03/2017,Y,
S027309,09/22/2017,Y,
S026625,08/02/2017,Y,
S027068,08/30/2017,Y,
S027632,01/04/2018,Y,Y
S028259,10/09/2019,Y,
S027841,07/17/2018,Y,
S028049,12/14/2018,Y,
S026531,07/27/2017,Y,
S028046,12/14/2018,Y,Y
S027552,11/15/2017,Y,
S027255,09/15/2017,Y,
S027595,11/28/2017,Y,
S027825,07/16/2018,Y,
S026628,08/02/2017,Y,
S026179,06/01/2017,Y,
S026291,07/10/2017,Y,
S026778,08/10/2017,Y,
S027337,09/26/2017,Y,
S026869,08/17/2017,Y,
S026277,07/10/2017,Y,
S026232,06/21/2017,Y,
S028125,04/25/2019,Y,
S013007,04/13/1987,Y,
S000058,11/28/1966,Y,
S001276,06/23/1967,Y,
S001308,06/23/1967,Y,
S001424,01/01/1967,Y,
S001573,06/29/1967,Y,
S001598,01/01/1967,Y,
S001606,01/01/1967,Y,
S001670,01/01/1967,Y,Y
S002054,01/01/1967,Y,
S002154,01/01/1967,Y,
S010114,08/06/1980,Y,
S002342,07/03/1967,Y,
S010395,06/29/1981,Y,
S002931,01/01/1967,Y,
S010782,03/21/1982,Y,
S010843,02/25/1982,Y,
S003014,01/01/1967,Y,
S011104,03/18/1983,Y,
S011217,09/03/1983,Y,
S000565,04/18/1967,Y,
S000566,04/18/1967,Y,
S003548,10/23/1967,Y,
S003897,01/01/1967,Y,
S015520,03/17/2004,Y,
S015523,03/17/2004,Y,
S015533,08/24/2004,Y,
S015566,10/18/2004,Y,
S004147,01/01/1968,Y,
S011555,01/16/1985,Y,
S001166,01/01/1967,Y,
S011760,12/11/1984,Y,
S011769,12/11/1984,Y,
S011775,12/11/1984,Y,
S011802,12/11/1984,Y,
S011872,12/11/1984,Y,
S013795,03/30/1992,Y,
S015920,01/10/2006,Y,
S015998,11/13/2006,Y,
S001249,01/01/1967,Y,
S011903,12/11/1984,Y,
S011905,12/11/1984,Y,
S011936,12/11/1984,Y,
S011937,12/11/1984,Y,
S011997,12/11/1984,Y,
S012052,12/11/1984,Y,
S012085,12/11/1984,Y,
S012131,12/11/1984,Y,
S012168,12/11/1984,Y,
S014186,07/11/1994,Y,
S005067,01/01/1970,Y,
S005178,01/01/1970,Y,
S014406,07/03/1995,Y,
S005724,01/01/1970,Y,
S005788,01/01/1970,Y,
S005864,01/01/1970,Y,
S005894,01/01/1970,Y,
S012451,05/20/1986,Y,
S008774,05/13/1976,Y,
S006206,01/01/1970,Y,
S006298,01/01/1970,Y,
S006506,01/01/1971,Y,
S006512,01/01/1971,Y,
S008817,06/17/1976,Y,
S008884,07/29/1976,Y,
S014868,01/22/1998,Y,
S014929,03/19/1998,Y,
S014957,04/22/1998,Y,
S014995,08/11/1998,Y,
S006725,12/18/1970,Y,
S007269,01/01/1971,Y,
S007668,01/01/1971,Y,
S009156,03/21/1977,Y,
S015048,03/15/1999,Y,
S015188,05/17/1999,Y,
S009430,09/23/1977,Y,Y
S008347,01/01/1974,Y,
S008384,01/01/1974,Y,
S012593,12/27/1985,Y,
S012626,12/27/1985,Y,
S012675,12/27/1985,Y,
S012681,12/27/1985,Y,
S008459,01/01/1975,Y,
S008474,01/01/1975,Y,
S008553,01/01/1975,Y,
S008664,01/01/1975,Y,
S002210,01/01/1967,Y,
S024522,08/08/2014,Y,
S024530,08/18/2014,Y,
S024539,08/18/2014,Y,
S024412,05/20/2014,Y,
S015952,06/03/2005,Y,
S016144,07/17/2008,Y,
S017149,07/01/2010,Y,
S017151,07/01/2010,Y,
S017154,07/01/2010,Y,
S016640,06/25/2010,Y,
S016868,06/25/2010,Y,Y
S017197,06/30/2010,Y,Y
S017524,08/08/2011,Y,Y
S016943,06/30/2010,Y,Y
S016331,04/06/2010,Y,
S016643,06/10/2010,Y,Y
S017574,04/25/2012,Y,
S021258,08/01/2012,Y,
S020486,08/02/2012,Y,
S022012,09/25/2012,Y,
S016590,04/11/2012,Y,
S021383,08/08/2012,Y,Y
S021469,08/15/2012,Y,Y
S020903,12/20/2011,Y,
S018777,02/03/2012,Y,
S019761,12/20/2011,Y,Y
S019856,12/22/2011,Y,Y
S021918,09/18/2012,Y,
S019403,12/12/2011,Y,
S018787,02/09/2012,Y,
S020979,07/18/2012,Y,
S018281,07/10/2012,Y,Y
S020146,02/10/2012,Y,Y
S021239,07/31/2012,Y,Y
S022655,05/22/2013,Y,
S022665,05/23/2013,Y,
S020303,12/30/2011,Y,Y
S021102,07/11/2012,Y,Y
S023507,10/16/2013,Y,
S019913,12/15/2011,Y,Y
S019415,01/10/2012,Y,Y
S017890,05/18/2012,Y,
S017928,10/12/2011,Y,Y
S017682,04/19/2012,Y,
S023503,10/16/2013,Y,
S020884,12/28/2011,Y,
S017652,04/18/2012,Y,
S019942,12/16/2011,Y,Y
S017988,05/23/2012,Y,
S023309,10/01/2013,Y,
S023156,09/16/2013,Y,Y
S023904,12/13/2013,Y,
S018708,11/07/2011,Y,Y
S021419,08/09/2012,Y,Y
S020128,12/29/2011,Y,Y
S020806,01/26/2012,Y,
S020504,09/07/2012,Y,Y
S016893,04/05/2012,Y,Y
S017433,04/12/2012,Y,
S021418,08/09/2012,Y,Y
S021942,09/19/2012,Y,Y
S022219,10/22/2012,Y,
S019760,04/26/2012,Y,
S020649,02/09/2012,Y,Y
S017476,04/16/2012,Y,Y
S019668,07/06/2012,Y,
S022056,09/27/2012,Y,
S022489,03/18/2013,Y,
S017979,05/23/2012,Y,
S019079,12/16/2011,Y,Y
S017767,09/15/2011,Y,Y
S022167,10/12/2012,Y,
S019275,01/10/2012,Y,
S021055,07/06/2012,Y,Y
S023351,10/07/2013,Y,
S018745,01/31/2012,Y,
S018477,06/25/2012,Y,
S019612,12/19/2011,Y,Y
S018557,11/15/2011,Y,Y
S019345,11/29/2011,Y,Y
S019967,07/10/2012,Y,
S020583,12/27/2011,Y,Y
S023173,09/19/2013,Y,
S020897,12/28/2011,Y,Y
S020386,03/01/2012,Y,Y
S018493,06/27/2012,Y,Y
S019571,07/03/2012,Y,
S023470,10/14/2013,Y,
S020778,07/24/2012,Y,
S022601,05/14/2013,Y,Y
S019422,01/11/2012,Y,
S023585,10/22/2013,Y,
S025007,07/16/2015,Y,
S024916,07/06/2015,Y,
S024639,09/17/2014,Y,Y
S024583,09/04/2014,Y,
S024482,07/28/2014,Y,
S024534,08/18/2014,Y,
S023963,12/19/2013,Y,Y
S025031,07/21/2015,Y,Y
S025238,10/21/2015,Y,
S023989,12/23/2013,Y,
S024011,12/26/2013,Y,
S024975,07/14/2015,Y,
S024552,08/21/2014,Y,
S025166,08/25/2015,Y,
S025344,01/22/2016,Y,
S025757,09/01/2016,Y,Y
S025672,08/18/2016,Y,
S025971,01/04/2017,Y,Y
S025489,06/08/2016,Y,
S025488,06/08/2016,Y,
S025713,08/23/2016,Y,
S025543,07/25/2016,Y,
S025466,05/13/2016,Y,Y
S026631,08/03/2017,Y,
S026143,05/24/2017,Y,
S026519,07/27/2017,Y,
S026174,05/31/2017,Y,Y
S026591,08/01/2017,Y,
S027181,09/08/2017,Y,
S027601,12/07/2017,Y,
S027261,09/15/2017,Y,
S028005,10/19/2018,Y,Y
S026576,08/01/2017,Y,
S028174,07/25/2019,Y,
S026547,07/28/2017,Y,
S028240,10/08/2019,Y,
S026374,07/14/2017,Y,
S028266,10/23/2019,Y,
S026087,04/24/2017,Y,
S026102,05/15/2017,Y,
S028115,04/08/2019,Y,
S028256,10/09/2019,Y,
S026787,08/11/2017,Y,
S026877,08/18/2017,Y,
S027947,09/28/2018,Y,
