"","APPL_ID"
"15736","A013597"
"15737","S010511"
"15738","A010985"
"15739","A024289"
"15740","C000882"
"15741","C003922"
"15742","A000654"
"15743","A030062"
"15744","S013773"
"15745","A026409"
"15746","S010935"
"15747","C003953"
"15748","C003954"
"15749","A026409"
"15750","C003652"
"15751","A015307"
"15752","X003540"
"15753","A031202"
"15754","S015503"
"15755","A004464"
"15756","S014160"
"15757","L031163"
"15758","A029483"
"15759","A013372"
"15760","A013371"
"15761","A018087"
"15762","A013370"
"15763","A014662"
"15764","S014161"
"15765","A013296"
"15766","A029513"
"15767","A023672"
"15768","D030019R"
"15769","A024088"
"15770","A024088"
"15771","S008045"
"15772","S015469"
"15773","S010001"
"15774","S013482"
"15775","A029250"
"15776","A031193"
"15777","D030771R"
"15778","S014139"
"15779","S015051"
"15780","F005471S"
"15781","A018292"
"15782","C002720"
"15783","A028193"
"15784","A026230"
"15785","A007522"
"15786","S010937"
"15787","A018566"
"15788","A016495"
"15789","A030119"
"15790","A030119A"
"15791","A010457"
"15792","A022303"
"15793","C001770"
"15794","A030453"
"15795","A005645X11"
"15796","A030062"
"15797","A030204"
"15798","A027281"
"15799","A027281A"
"15800","A015252"
"15801","C003923"
"15802","A027852"
"15803","A027369"
"15804","A023247"
"15805","A027853"
"15806","A025214"
"15807","A018405"
"15808","A029882"
"15809","A022739"
"15810","C002057"
"15811","A031548"
"15812","A028452"
"15813","A024366"
"15814","S013293"
"15815","C003285"
"15816","S013288"
"15817","A028813"
"15818","C004577"
"15819","A030538"
"15820","A029222"
"15821","A012123"
"15822","S001179"
"15823","A016734"
"15824","S013267"
"15825","S013268"
"15826","A014834"
"15827","S013270"
"15828","C003211"
"15829","A018459"
"15830","C000209"
"15831","A025383"
"15832","A023587"
"15833","A028811"
"15834","A025649"
"15835","A029160"
"15836","A018501"
"15837","C003241"
"15838","A026443"
"15839","A025727"
"15840","A022309"
"15841","A025727"
"15842","A025727"
"15843","A028453"
"15844","S015327"
"15845","C001035"
"15846","S010496"
"15847","A012578"
"15848","A012716"
"15849","A027812"
"15850","A006032"
"15851","A017736"
"15852","A028205"
"15853","A026736"
"15854","A030578"
"15855","A028915"
"15856","C005531"
"15857","C000550"
"15858","C001936"
"15859","S014859"
"15860","S000576"
"15861","A013651B"
"15862","A013651B"
"15863","A021394"
"15864","S002396"
"15865","C005060"
"15866","A005647"
"15867","A017152"
"15868","C005300"
"15869","A026915"
"15870","C002865"
"15871","A015914"
"15872","A018333"
"15873","C005338"
"15874","A030177"
"15875","A021581"
"15876","A021526"
"15877","A026772"
"15878","A018332"
"15879","D030361R"
"15880","S011187"
"15881","C002619"
"15882","A030151"
"15883","C000931"
"15884","A004501"
"15885","A004101"
"15886","S015080"
"15887","A005647B"
"15888","A002996"
"15889","A005647X03"
"15890","A026357"
"15891","A017928"
"15892","A023672"
"15893","A025172"
"15894","A022738"
"15895","A012367"
"15896","A000138"
"15897","S008247"
"15898","C001068"
"15899","A010950"
"15900","A022860"
"15901","A011652"
"15902","A016201"
"15903","S009426"
"15904","S000030"
"15905","A022860"
"15906","C001456"
"15907","D030338R"
"15908","S005243"
"15909","S009392"
"15910","S014387"
"15911","S005244"
"15912","A027511"
"15913","S009501"
"15914","A016160"
"15915","C001305"
"15916","C005342"
"15917","A011992"
"15918","C002059"
"15919","A022737"
"15920","A023390"
"15921","A015034"
"15922","C001597"
"15923","A018255"
"15924","A016105"
"15925","S002838"
"15926","S015343"
"15927","C000944"
"15928","C000829"
"15929","A028136"
"15930","S013552"
"15931","A025043"
"15932","S009429"
"15933","S000580"
"15934","S004616"
"15935","S000653"
"15936","S000570"
"15937","A005647"
"15938","S002840"
"15939","S009428"
"15940","A018527"
"15941","A020698"
"15942","A017493"
"15943","S009430"
"15944","A017490"
"15945","C001081"
"15946","A020376"
"15947","A020376"
"15948","A019086"
"15949","C001082"
"15950","S002576"
"15951","A030119"
"15952","A028625"
"15953","A011850"
"15954","C003426"
"15955","A015109"
"15956","A015167"
"15957","C000075"
"15958","A026356"
"15959","S003096"
"15960","L031506"
"15961","A004367"
"15962","A015777"
"15963","C004022"
"15964","S000983"
"15965","A006737"
"15966","A011887"
"15967","S007396"
"15968","S002035"
"15969","A029485"
"15970","S013918"
"15971","A029699"
"15972","A031546"
"15973","S007680"
"15974","A030409"
"15975","S000108"
"15976","A015975"
"15977","S000609"
"15978","A011389"
"15979","A029902"
"15980","S013764"
"15981","A005618"
"15982","A022699"
"15983","C003928"
"15984","S009035"
"15985","A019797"
"15986","C001744"
"15987","S009415"
"15988","A022102"
"15989","A023690"
"15990","C003927"
"15991","A019052A"
"15992","A010192"
"15993","C003952"
"15994","A013686"
"15995","A015270"
"15996","A015442"
"15997","A015449"
"15998","A015123"
"15999","C003955"
"16000","C000967"
"16001","F005478S"
"16002","S001584"
"16003","A013612"
"16004","A028801"
"16005","A026099"
"16006","A019392"
"16007","A015108"
"16008","A019582"
"16009","S004353"
"16010","A029484"
"16011","S008427"
"16012","A024705"
"16013","A029700"
"16014","A020627D"
"16015","A019890"
"16016","A004889"
"16017","A020877"
"16018","A024297"
"16019","A014672"
"16020","C002127"
"16021","S013255"
"16022","S013251"
"16023","A023724"
"16024","A003069"
"16025","D031641R"
"16026","A016361A"
"16027","A010463"
"16028","A024330"
"16029","A026438"
"16030","S010080"
"16031","S010513"
"16032","A024948"
"16033","A020877"
"16034","A028813"
"16035","A030538"
"16036","A022226"
"16037","S014235"
"16038","A017464"
"16039","S010045"
"16040","A001056"
"16041","A001413"
"16042","A000534"
"16043","A001203"
"16044","A005645A"
"16045","A002270"
"16046","S009547"
"16047","A012552"
"16048","A029485"
"16049","A022309"
"16050","A025727"
"16051","A029483"
"16052","S014131"
"16053","A020675"
"16054","A022251"
"16055","S015676"
"16056","A026381"
"16057","S014246"
"16058","S014104"
"16059","A016501"
"16060","A018499"
"16061","A018503"
"16062","C003047"
"16063","S013399"
"16064","C000234"
"16065","A023248"
"16066","A025849"
"16067","C000233"
"16068","S015281"
"16069","A005210"
"16070","A017193"
"16071","S004981"
"16072","A005646A"
"16073","A013918"
"16074","A023586"
"16075","C001801"
"16076","A013370"
"16077","A013273"
"16078","S005229"
"16079","A006262"
"16080","A005240"
"16081","A005161"
"16082","A002534"
"16083","A022808C"
"16084","A018431"
"16085","A018431"
"16086","S005724"
"16087","A023423"
"16088","A004743"
"16089","S010571"
"16090","A030539"
"16091","A029542"
"16092","A030539"
"16093","S003136"
"16094","A027853"
"16095","A023249"
"16096","A017958"
"16097","A018954"
"16098","A029240"
"16099","A015232"
"16100","A018431"
"16101","C003831"
"16102","A028813"
"16103","S010928"
"16104","A013370"
"16105","A021394"
"16106","S013944"
"16107","A030192"
"16108","D030936R"
"16109","A017191"
"16110","S001149"
"16111","A017191"
"16112","C002616"
"16113","A021992"
"16114","S008265"
"16115","S005063"
"16116","A017152"
"16117","A020388"
"16118","A020773A"
"16119","C002733"
"16120","C000741"
"16121","C001020"
"16122","A025686"
"16123","C001929"
"16124","S009206"
"16125","A025203"
"16126","C004023"
"16127","C001932"
"16128","X003171"
"16129","A019931"
"16130","A004367"
"16131","D030710R"
"16132","C004576"
"16133","A015281"
"16134","A025979"
"16135","A012578"
"16136","A019934"
"16137","A012716"
"16138","A030358B"
"16139","A030358A"
"16140","A030358"
"16141","A030192"
"16142","A027455C"
"16143","A028407"
"16144","A028407"
"16145","A015913"
"16146","A009220"
"16147","A008292"
"16148","A027455"
"16149","A027455B"
"16150","C000930"
"16151","A021981"
"16152","A029498"
"16153","S015794"
"16154","S005245"
"16155","A029801"
"16156","A030119"
"16157","A030119A"
"16158","S000980"
"16159","A026694"
"16160","A024597"
"16161","A001743"
"16162","A017815"
"16163","A023493"
"16164","C002061"
"16165","S010812"
"16166","A019052B"
"16167","S010474"
"16168","S001853"
"16169","A006263"
"16170","D029778R"
"16171","A021696"
"16172","A021855"
"16173","A027979"
"16174","A025667"
"16175","A020089"
"16176","A024535"
"16177","A026078"
"16178","A025560"
"16179","C003293"
"16180","S014253"
"16181","F004735S"
"16182","A013644"
"16183","A012046"
"16184","A018065"
"16185","D030213R"
"16186","A027455A"
"16187","S008773"
"16188","A013964"
"16189","A013650"
"16190","C002673"
"16191","A030573"
"16192","S008934"
"16193","A021327"
"16194","A005647"
"16195","S002839"
"16196","S001862"
"16197","A017373"
"16198","S004650"
"16199","A028725"
"16200","A022861"
"16201","S004519"
"16202","S004733"
"16203","S015698"
"16204","S015087"
"16205","A025530"
"16206","A024019"
"16207","A027629"
"16208","S008248"
"16209","C003128"
"16210","D031561R"
"16211","S000978"
"16212","C002058"
"16213","A003069"
"16214","A015706"
"16215","S001897"
"16216","S001896"
"16217","A026308"
"16218","A030496"
"16219","A030495"
"16220","A020307"
"16221","A026492"
"16222","S013909"
"16223","A024341"
"16224","C001452"
"16225","A003405"
"16226","A031556"
"16227","S013797"
"16228","D030589R"
"16229","D030588R"
"16230","A014778"
"16231","A013663"
"16232","S008345"
"16233","A013971"
"16234","C004799"
"16235","A027797"
"16236","S008918"
"16237","C001277"
"16238","S004364"
"16239","A016212"
"16240","A021733"
"16241","A022041"
"16242","A028447"
"16243","A021407"
"16244","D030526R"
"16245","A024418"
"16246","A018158"
"16247","A027863"
"16248","C003948"
"16249","A004902"
"16250","A004351"
"16251","S014245"
"16252","A006549"
"16253","S004925"
"16254","S010505"
"16255","A019964"
"16256","A015392"
"16257","S014106"
"16258","A026981"
"16259","S009318"
"16260","A029191"
"16261","A029484"
"16262","A030546"
"16263","S001901"
"16264","D029947R"
"16265","A020627C"
"16266","A006410"
"16267","S014190"
"16268","A009884"
"16269","A024561B"
"16270","C000183"
"16271","S014222"
"16272","A019890"
"16273","A023532"
"16274","A020061"
"16275","A030384"
"16276","A020370"
"16277","A029873"
"16278","C002941"
"16279","S015328"
"16280","A020376"
"16281","A026012"
"16282","A004464"
"16283","A026485"
"16284","D029796R"
"16285","A029483"
"16286","A001692"
"16287","S010506"
"16288","A020627D"
"16289","A019922"
"16290","A018834"
"16291","S000500"
"16292","A014518"
"16293","A019850"
"16294","A015711"
"16295","A017537"
"16296","A015077"
"16297","S009485"
"16298","C000269"
"16299","A011917"
"16300","A012184"
"16301","S013743"
"16302","A018465"
"16303","S010512"
"16304","C003949"
"16305","S012442"
"16306","C004044"
"16307","A005645B"
"16308","A029699"
"16309","A001413"
"16310","A000534"
"16311","A002548"
"16312","A023805"
"16313","A022877"
"16314","A028811"
"16315","S013569"
"16316","S010478"
"16317","A029148"
"16318","S013278"
"16319","S013276"
"16320","S013277"
"16321","A028453"
"16322","A016084"
"16323","A030309"
"16324","S009329"
"16325","A002100"
"16326","C001255"
"16327","A023149"
"16328","C005532"
"16329","S013988"
"16330","A030314"
"16331","A022180"
"16332","C004028"
"16333","A008753"
"16334","S010331"
"16335","A025932"
"16336","A025176"
"16337","S000573"
"16338","S013706"
"16339","A029148"
"16340","A022178"
"16341","C000724"
"16342","A026994"
"16343","S016017"
"16344","A010674"
"16345","C003132"
"16346","S010497"
"16347","A018431"
"16348","S013819"
"16349","A029747"
"16350","S008626"
"16351","A025715"
"16352","S013874"
"16353","S009289"
"16354","A029951"
"16355","A021778"
"16356","C004014"
"16357","A025510"
"16358","C000939"
"16359","A028882"
"16360","T030470"
"16361","A029439"
"16362","C001306"
"16363","A030677"
"16364","A024800"
"16365","A016733B"
"16366","D030324R"
"16367","S010841"
"16368","C001930"
"16369","A023080"
"16370","S002388"
"16371","C000840"
"16372","S013708"
"16373","A013422"
"16374","A024523"
"16375","A015321"
"16376","A023080"
"16377","A017664"
"16378","A017493"
"16379","A018527"
"16380","A018527"
"16381","C000823"
"16382","S009275"
"16383","A018075"
"16384","A011887"
"16385","A001150"
"16386","S005723"
"16387","A030216"
"16388","C000210"
"16389","A030192"
"16390","C005618"
"16391","A027455"
"16392","A028546"
"16393","A029439"
"16394","A026361"
"16395","C002615"
"16396","A029725"
"16397","D030030R"
"16398","S013739"
"16399","C002681"
"16400","A018493"
"16401","C004024"
"16402","A018494"
"16403","A018720"
"16404","S010135"
"16405","A018490"
"16406","C005529"
"16407","S010503"
"16408","C005146"
"16409","A014681"
"16410","D030020R"
"16411","A028433"
"16412","A029607"
"16413","A029808"
"16414","S008926"
"16415","A028447"
"16416","A014515"
"16417","A006454"
"16418","A022007"
"16419","A003200"
"16420","S011341"
"16421","A013629"
"16422","A021189"
"16423","A019850"
"16424","A025809"
"16425","A013771"
"16426","A013257"
"16427","A026793"
"16428","C000078"
"16429","C005630"
"16430","C002691"
"16431","S000575"
"16432","A001666"
"16433","C000531"
"16434","S013987"
"16435","C002618"
"16436","S004651"
"16437","A018135"
"16438","A005647"
"16439","C000929"
"16440","A028741"
"16441","A017816"
"16442","S008742"
"16443","A021993B"
"16444","A020152"
"16445","C001563"
"16446","S000987"
"16447","A014974"
"16448","A029633"
"16449","A027784"
"16450","S013501"
"16451","A024088"
"16452","A026717"
"16453","A014463"
"16454","A027028"
"16455","A019374"
"16456","A027625"
"16457","A028434"
"16458","A015196"
"16459","A016488"
"16460","A027004"
"16461","A015258"
"16462","C003220"
"16463","S009403"
"16464","S009402"
"16465","A020060"
"16466","A015057"
"16467","A018272"
"16468","C001432"
"16469","A024296"
"16470","S005528"
"16471","A005601"
"16472","A029922"
"16473","S005505"
"16474","C001450"
"16475","A023532"
"16476","A010405"
"16477","C000275"
"16478","S000974"
"16479","A007586"
"16480","A005863"
"16481","A024342"
"16482","S004383"
"16483","C001211"
"16484","S004372"
"16485","S004362"
"16486","A017383"
"16487","A023690"
"16488","A010608"
"16489","S004690"
"16490","A015804"
"16491","S010950"
"16492","C005170"
"16493","C005629"
"16494","C001449"
"16495","A029308"
"16496","A029514"
"16497","S008250"
"16498","A030546"
"16499","A030545"
"16500","A006383"
"16501","T031430"
"16502","T029243"
"16503","T031290"
"16504","C000079"
"16505","S013717"
"16506","A015777"
"16507","A021776"
"16508","A030454"
"16509","C000066"
"16510","S003097"
"16511","A029951"
"16512","A017979"
"16513","A013370"
"16514","A013370"
"16515","A017512"
"16516","A014445A"
"16517","S013294"
"16518","C001579"
"16519","S010479"
"16520","S008512"
"16521","A026027"
"16522","S013882"
"16523","A015323"
"16524","A015431"
"16525","A025433"
"16526","A018487"
"16527","S013163"
"16528","A011813"
"16529","A027906"
"16530","A018657"
"16531","S008569"
"16532","C001430"
"16533","A024472"
"16534","A026452"
"16535","A025893"
"16536","A011236"
"16537","A022042A"
"16538","A026363"
"16539","A019656"
"16540","A014024"
"16541","A012851"
"16542","A026656"
"16543","A015164"
"16544","A016368C02"
"16545","S005004"
"16546","A026818"
"16547","S012215"
"16548","D031456R"
"16549","D030751R"
"16550","A023690"
"16551","D031456R"
"16552","C004008"
"16553","A003557"
"16554","A016327"
"16555","A027623"
"16556","A019633"
"16557","S001248"
"16558","S010487"
"16559","A030232"
"16560","S008395"
"16561","A030232"
"16562","S010449"
"16563","A009955"
"16564","S008853"
"16565","F010948S"
"16566","A015856A"
"16567","A015856C"
"16568","S010476"
"16569","A018579"
"16570","A022474"
"16571","S010074"
"16572","S013497"
"16573","A029808"
"16574","A001413"
"16575","A025727"
"16576","A015572"
"16577","A001203"
"16578","A026426"
"16579","A029633"
"16580","A027552"
"16581","A022309"
"16582","A030545"
"16583","A030546"
"16584","A018831"
"16585","S014176"
"16586","A023696"
"16587","A025608"
"16588","C000268"
"16589","S010294"
"16590","A025727"
"16591","A029686"
"16592","A029687"
"16593","S014203"
"16594","A023244"
"16595","A022042B"
"16596","A019374"
"16597","A027625"
"16598","A009574"
"16599","A015509"
"16600","C001948"
"16601","S012237"
"16602","A018431"
"16603","A015092"
"16604","A020125"
"16605","S010932"
"16606","C003071"
"16607","A005645"
"16608","A005646"
"16609","A019550"
"16610","A019550"
"16611","C001434"
"16612","A005646X03"
"16613","A031203"
"16614","A005646X04"
"16615","S009696"
"16616","A023267"
"16617","A018405"
"16618","A022739"
"16619","A018706"
"16620","C002719"
"16621","A014772"
"16622","C003129"
"16623","D030277R"
"16624","A023416"
"16625","A016143"
"16626","S025239"
"16627","A011887"
"16628","A023242"
"16629","UN001005"
"16630","A020060"
"16631","A014494"
"16632","D030381R"
"16633","A005209A"
"16634","A002286"
"16635","A004228"
"16636","C005237"
"16637","C005236"
"16638","A029062"
"16639","A029112"
"16640","A004454"
"16641","A004943"
"16642","A025085"
"16643","A002948"
"16644","A005628"
"16645","A029313"
"16646","A004101"
"16647","A024875"
"16648","A027703"
"16649","A013576"
"16650","C005366"
"16651","A021157A"
"16652","C001455"
"16653","A020256B"
"16654","S013791"
"16655","UN001005"
"16656","L031237"
"16657","A001772"
"16658","A010773"
"16659","A029482"
"16660","A026312"
"16661","S013498"
"16662","A026363"
"16663","A025845"
"16664","A004257"
"16665","S014117"
"16666","S009020"
"16667","A017480"
"16668","A016345B"
"16669","A002949"
"16670","A030927"
"16671","A005647X03"
"16672","A027852"
"16673","A028812"
"16674","S008329"
"16675","A004597B"
"16676","F005523S"
"16677","S009532"
"16678","A019975"
"16679","C003944"
"16680","A009189"
"16681","S016289"
"16682","S018764"
"16683","A015514"
"16684","A016368B"
"16685","S007898"
"16686","A015323"
"16687","S000973"
"16688","A007937"
"16689","A031454"
"16690","C004094"
"16691","A027353"
"16692","A003879"
"16693","C005588"
"16694","S004952"
"16695","A016212"
"16696","A015758"
"16697","A017521"
"16698","A003843"
"16699","A012904A"
"16700","C004585"
"16701","L031240"
"16702","C005364"
"16703","S008959"
"16704","S004958"
"16705","A026123"
"16706","C002236"
"16707","S006292"
"16708","C002235"
"16709","A005648D"
"16710","D030347R"
"16711","S013254"
"16712","S001472"
"16713","S008769"
"16714","A004351"
"16715","S004378"
"16716","S015801"
"16717","A025133"
"16718","A014963"
"16719","S001899"
"16720","S009034"
"16721","A024339"
"16722","S004370"
"16723","A015784"
"16724","A012323"
"16725","A004357"
"16726","S010494"
"16727","S000984"
"16728","C000070"
"16729","A022903"
"16730","S010773"
"16731","S013840"
"16732","A029872"
"16733","A023248"
"16734","A014885"
"16735","S002263"
"16736","A026736"
"16737","A028453"
"16738","A012996"
"16739","A029883"
"16740","A026035"
"16741","S000976"
"16742","A011588A"
"16743","A005645X07"
"16744","S013779"
"16745","S000854"
"16746","A020292"
"16747","A017132"
"16748","WW0020"
"16749","S024519"
"16750","S024520"
"16751","S024521"
"16752","F003572C"
"16753","F003314C"
"16754","S016526"
"16755","A028203"
"16756","S016221"
"16757","A023781"
"16758","A010439"
"16759","S001285"
"16760","S013598"
"16761","A020925"
"16762","A010735B"
"16763","C001270"
"16764","S007330"
"16765","F003577C"
"16766","C004377"
"16767","F003530C"
"16768","S007232"
"16769","A026348"
"16770","F008992S"
"16771","S010106"
"16772","S003015"
"16773","A013873"
"16774","C004145"
"16775","A023757"
"16776","S024461"
"16777","S004730"
"16778","S001566"
"16779","A016224"
"16780","S008511"
"16781","C001601"
"16782","A018462C"
"16783","S018323"
"16784","A000312"
"16785","S001905"
"16786","S018374"
"16787","S016096"
"16788","S017239"
"16789","S016254"
"16790","S016389"
"16791","S024550"
"16792","S024551"
"16793","A025159"
"16794","D030529R"
"16795","A001615"
"16796","S008312"
"16797","A008180"
"16798","S014799"
"16799","A011058"
"16800","C002884"
"16801","S010052"
"16802","A031294"
"16803","A021059"
"16804","S010595"
"16805","A004405"
"16806","F005531S"
"16807","A004215"
"16808","S016608"
"16809","S017231"
"16810","A009367"
"16811","L032182"
"16812","A011843"
"16813","A020340"
"16814","S014327"
"16815","A011243"
"16816","S000839"
"16817","A021226"
"16818","A020629"
"16819","S008031"
"16820","S020979"
"16821","S021436"
"16822","S019138"
"16823","S021326"
"16824","S012313"
"16825","A021921"
"16826","A026477"
"16827","S012857"
"16828","S002505"
"16829","F003583C"
"16830","F008989S"
"16831","A021663"
"16832","A027840"
"16833","S024573"
"16834","S024574"
"16835","S024575"
"16836","S024583"
"16837","S024584"
"16838","S024585"
"16839","S024587"
"16840","S024588"
"16841","S024589"
"16842","S024591"
"16843","S024593"
"16844","S024594"
"16845","C003139"
"16846","S008347"
"16847","A020513"
"16848","A009516"
"16849","A030225"
"16850","A019282"
"16851","A019749C"
"16852","S018702"
"16853","S016505"
"16854","S018616"
"16855","A016481"
"16856","A003889"
"16857","A026929"
"16858","S017254"
"16859","S016195"
"16860","S021423"
"16861","S020442"
"16862","S020183"
"16863","S018935"
"16864","S021274"
"16865","A017265A"
"16866","A023107"
"16867","S021289"
"16868","S021941"
"16869","S021294"
"16870","S009353"
"16871","S021300"
"16872","S020138"
"16873","C003924"
"16874","A002270"
"16875","S009942"
"16876","C001019"
"16877","A008338"
"16878","A019941"
"16879","A006587"
"16880","A006587"
"16881","A025476"
"16882","A017468B"
"16883","S014769"
"16884","S000516"
"16885","A030473"
"16886","S008672"
"16887","A024085"
"16888","S016658"
"16889","S009914"
"16890","S020867"
"16891","S018890"
"16892","S019349"
"16893","S018192"
"16894","S020583"
"16895","S019485"
"16896","S019093"
"16897","S019256"
"16898","A030309"
"16899","A030309"
"16900","S008510"
"16901","S009283"
"16902","A031490"
"16903","A016085"
"16904","A017190"
"16905","S004649"
"16906","A023251"
"16907","S010747"
"16908","A008338"
"16909","A010611"
"16910","C002378"
"16911","A017701"
"16912","A014907"
"16913","A030129"
"16914","S004629"
"16915","A013971"
"16916","A017398"
"16917","C002394"
"16918","A005704"
"16919","A031596"
"16920","UN001005"
"16921","A029712"
"16922","A031550"
"16923","S014762"
"16924","S004368"
"16925","S013328"
"16926","A028035"
"16927","A025755"
"16928","S004954"
"16929","C000880"
"16930","A005645"
"16931","A020072"
"16932","A030270"
"16933","A017894"
"16934","C001721"
"16935","A027251"
"16936","A018415"
"16937","A024386"
"16938","S014703"
"16939","S009685"
"16940","A021246"
"16941","S009480"
"16942","A009540"
"16943","A010731"
"16944","A031562"
"16945","S010546"
"16946","A024514B"
"16947","C004590"
"16948","A021193"
"16949","A000026"
"16950","A014620"
"16951","S010717"
"16952","A015606"
"16953","A030956"
"16954","C002135"
"16955","D032277"
"16956","S024535"
"16957","S024538"
"16958","S024539"
"16959","S000807"
"16960","A015122"
"16961","S004760"
"16962","S014102"
"16963","A004351"
"16964","A024330"
"16965","A029485"
"16966","S010501"
"16967","A032241"
"16968","F007064S"
"16969","S005025"
"16970","A021347"
"16971","C002462"
"16972","S014369"
"16973","A011397"
"16974","S001275"
"16975","S003688"
"16976","A013676"
"16977","A029817"
"16978","T030470"
"16979","C001931"
"16980","A026417"
"16981","A027394"
"16982","A011863"
"16983","A016362"
"16984","S000770"
"16985","A015607"
"16986","A023041"
"16987","S011360"
"16988","A005648"
"16989","S015010"
"16990","S009452"
"16991","A017664"
"16992","A005648"
"16993","C002499"
"16994","A019542"
"16995","S009446"
"16996","S009393"
"16997","A029720"
"16998","A000654"
"16999","A020305"
"17000","A025911"
"17001","S024462"
"17002","S024463"
"17003","S024468"
"17004","S024469"
"17005","S024471"
"17006","S024472"
"17007","A022599"
"17008","S014055"
"17009","A028417"
"17010","A025792"
"17011","C000411"
"17012","A026354"
"17013","A021993A"
"17014","S010809"
"17015","A002681B"
"17016","A008489B"
"17017","A001056"
"17018","A026816"
"17019","C004007"
"17020","S001243"
"17021","A024674"
"17022","A026510"
"17023","C005169"
"17024","A016182"
"17025","D030426R"
"17026","A021975"
"17027","A006716"
"17028","C000674"
"17029","C002887"
"17030","A027917"
"17031","A014113"
"17032","S024541"
"17033","S024579"
"17034","S005216"
"17035","F003501C"
"17036","S003040"
"17037","S003059"
"17038","S010494"
"17039","S013241"
"17040","A023416"
"17041","A031054"
"17042","A017957"
"17043","A022863"
"17044","S014137"
"17045","A023286"
"17046","S004465"
"17047","A005645B"
"17048","A027551"
"17049","A024849"
"17050","A026391"
"17051","A028208B"
"17052","A029484"
"17053","A022901"
"17054","A000018"
"17055","A019086"
"17056","S016339"
"17057","S016330"
"17058","S015938"
"17059","S016915"
"17060","A029061"
"17061","S010748"
"17062","A015634"
"17063","A029224"
"17064","A024339"
"17065","C001214"
"17066","F005510S"
"17067","A015416"
"17068","A010608"
"17069","A015978"
"17070","A012734"
"17071","C004331"
"17072","S010966"
"17073","S014998"
"17074","F027413"
"17075","S001427"
"17076","F003588C"
"17077","S024610"
"17078","S024612"
"17079","A012536A"
"17080","S009352"
"17081","A002948"
"17082","A030268"
"17083","A029066"
"17084","A015761"
"17085","A003957"
"17086","C003131"
"17087","A018075"
"17088","S003195"
"17089","C000945"
"17090","A018599"
"17091","S024455"
"17092","D031456B"
"17093","S024456"
"17094","S024457"
"17095","S025306"
"17096","S020859"
"17097","S020877"
"17098","S019451"
"17099","A030269"
"17100","C001910"
"17101","S011401"
"17102","A026810"
"17103","S013233"
"17104","S016605"
"17105","S016209"
"17106","S016515"
"17107","S017213"
"17108","A014274"
"17109","S009549"
"17110","A010398"
"17111","A012926"
"17112","A007988F"
"17113","A012230A"
"17114","A013065"
"17115","S008214"
"17116","A019511"
"17117","A002195"
"17118","A018792"
"17119","C004692"
"17120","A028326"
"17121","A028618"
"17122","C003052"
"17123","F007099S"
"17124","A025897"
"17125","C004599"
"17126","A031572"
"17127","S005066"
"17128","A013735"
"17129","A000476"
"17130","S013654"
"17131","A023718"
"17132","C004401"
"17133","F003378S"
"17134","A013540"
"17135","A030248"
"17136","A020292"
"17137","S019293"
"17138","S021103"
"17139","S019813"
"17140","S020888"
"17141","S019820"
"17142","S019655"
"17143","S019676"
"17144","S020396"
"17145","A002286"
"17146","S021842"
"17147","S021616"
"17148","S021912"
"17149","S021727"
"17150","A021188A"
"17151","A029177"
"17152","A029324"
"17153","S004382"
"17154","S004375"
"17155","A010658"
"17156","A013502"
"17157","A009737"
"17158","A022535"
"17159","A017223"
"17160","A013963"
"17161","S009167"
"17162","A027284"
"17163","A025086"
"17164","A010155"
"17165","F003711C"
"17166","S009281"
"17167","S000456"
"17168","NJ00001"
"17169","A006145"
"17170","L031216"
"17171","A020688"
"17172","S008298"
"17173","S013214"
"17174","S012402"
"17175","S001022"
"17176","F003532C"
"17177","S008327"
"17178","A014070"
"17179","S008835"
"17180","S024679"
"17181","S017025"
"17182","S017942"
"17183","A020670"
"17184","S017954"
"17185","S017811"
"17186","S018012"
"17187","A022534"
"17188","A004851"
"17189","A015574"
"17190","C001961"
"17191","F010365S"
"17192","A007988"
"17193","S020713"
"17194","S018181"
"17195","S021194"
"17196","S021199"
"17197","S019856"
"17198","S008834"
"17199","S024331"
"17200","S022426"
"17201","S025297"
"17202","S001451"
"17203","S019871"
"17204","S020869"
"17205","A000772"
"17206","S019398"
"17207","S018442"
"17208","S008058"
"17209","A003768"
"17210","A022305"
"17211","S008860"
"17212","A026628"
"17213","A002948"
"17214","S008757"
"17215","C004088"
"17216","A004276"
"17217","A004452"
"17218","A025336"
"17219","A018812"
"17220","A016407"
"17221","A014907"
"17222","A005626"
"17223","S024490"
"17224","S024558"
"17225","S024625"
"17226","D032205"
"17227","A032241"
"17228","A032241"
"17229","A025922B"
"17230","A006624"
"17231","L032302"
"17232","S024614"
"17233","S024615"
"17234","D032200"
"17235","S024662"
"17236","A029958"
"17237","S008494"
"17238","C003951"
"17239","A027622"
"17240","S002053"
"17241","A014392"
"17242","A011918"
"17243","F005482S"
"17244","A028191"
"17245","A019718"
"17246","A008991"
"17247","A018780A"
"17248","S003073"
"17249","A006241"
"17250","S003661"
"17251","C002358"
"17252","A018331"
"17253","A023950"
"17254","C002625"
"17255","A029589"
"17256","A029455"
"17257","A026387"
"17258","A017150"
"17259","S001044"
"17260","A018004"
"17261","A031572"
"17262","A018061"
"17263","S010418"
"17264","A016212"
"17265","A001177"
"17266","A001193"
"17267","C004136"
"17268","A020485"
"17269","E000022"
"17270","F004571S"
"17271","S009002"
"17272","A026522"
"17273","A002372"
"17274","C002448"
"17275","A018105B"
